cellName,startTime,endTime,percentage
C2637481618033620320,0,0,0
C263748163055430480,0,0,0
C263748163055430481,0,0,0
C263748163055430482,0,0,0
C263748163055430483,0,0,0
C263748163055430484,0,0,0
C180336202966983958690,0,0,0
C18033620293055430470,0,0,0
C18033620293055430471,0,0,0
C2635958718516152100,0,0,0
C2635958718516152101,0,0,0
C2635958718516152102,0,0,0
C2635958718516152103,0,0,0
C2635958718516152104,0,0,0
C2635958718516152105,0,0,0
C2635958718516152106,0,0,0
C2635958718516152107,0,0,0
C2635958718516152108,0,0,0
C2635958718516152109,0,0,0
C26359587185161521010,0,0,0
C26359587185161521011,0,0,0
C26359587185161521012,0,0,0
C26359587185161521013,0,0,0
C30554304766983958720,0,0,0
C3055430473055430480,0,0,0
C3055430483926581340,0,0,0
C185161518218241369910,0,0,0
C185161518218241369911,0,0,0
C185161518218241369912,0,0,0
C185161518218241369913,0,0,0
C185161521018241369860,0,0,0
C185161521018241369861,0,0,0
C185161521018241369862,0,0,0
C185161521018241369863,0,0,0
C185161521018241369864,0,0,0
C185161521018241369865,0,0,0
C185161521018241369866,0,0,0
C18516152103926581340,0,0,0
C18516152103926581341,0,0,0
C18516152103926581342,0,0,0
C18516152103926581343,0,0,0
C18516152103926581344,0,0,0
C18516152103926581345,0,0,0
C185161521018241369910,0,0,0
C185161521018241369911,0,0,0
C185161521018241369912,0,0,0
C185161521018241369913,0,0,0
C185161521018241369914,0,0,0
C185161521018241369915,0,0,0
C185161521018241369916,0,0,0
C185161521018241369917,0,0,0
C185161521018241369918,0,0,0
C185161521018241369919,0,0,0
C1851615210182413699110,0,0,0
C669839586918456723280,0,0,0
C669839586918456723281,0,0,0
C669839586918456723282,0,0,0
C669839586918456723283,0,0,0
C669839586966983958720,0,0,0
C669839586966983958721,0,0,0
C669839586966983958722,0,0,0
C669839586966983958723,0,0,0
C669839587218033620320,0,0,0
C669839587218033620321,0,0,0
C669839587218033620322,0,0,0
C669839587218033620323,0,0,0
C182413698618241370110,0,0,0
C182413698618241370111,0,0,0
C182413698618241370112,0,0,0
C182413698618241370113,0,0,0
C182413698618241370114,0,0,0
C182413698618241370115,0,0,0
C182413698618241370116,0,0,0
